location,latitude,longitude,pagenumber,map_order,pagenumber_first,pagenumber_last,loc_name_shelley,loc_name_18c,loc_name_modern,loc_type,action_emotive_victor,action_emotive_creature,action_emotive_walton,action_emotive_clerval,action_emotive_alphonse,action_emotive_caroline,action_emotive_elizabeth,action_emotive_william,action_emotive_justine,action_emotive_felix,action_emotive_safie,action_emotive_agatha,action_emotive_delacey,action_emotive_waldman,action_emotive_krempe,action_emotive_kirwin,action_emotive_ernest,action_physical_victor,action_physical_creature,action_physical_walton,action_physical_clerval,action_physical_alphonse,action_physical_caroline,action_physical_elizabeth,action_physical_william,action_physical_justine,action_physical_felix,action_physical_safie,action_physical_agatha,action_physical_waldman,action_physical_krempe,action_physical_kirwin,action_physical_ernest,nature_setting,nature_loc,nature_aesthetic,nature_weather,nature_time,nature_topography,name_narrator,name_actant1,name_actant2,name_actant3,name_actant4,name_actant5,name_ref1,name_ref2,name_ref3,name_ref4,name_ref5,name_book1,name_book2,name_book3,name_book4,name_book5,extract,,,,,,
115Matlockch18,53.137156,1.551775,115,,115,115,Matlock,Matlock,Matlock,loc_path,fear,,,enthusiasm,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_sublime,nature_weather_na,nature_time_day,nature_mountain,Victor,Victor,Clerval,,,,,,,,,,,,,,"“We left Oxford with regret, and proceeded to Matlock, which was our next place of rest. The country in the neighborhood of this village resembled, to a greater degree, the scenery of Switzerland; but everything is on a lower scale, and the green hills want the ground of distant white Alps, which always attend on the piny mountains of my native country. We visited the wondrous cave, and then little cabinets of natural history, where the curiosities are disposed in the same manner as in the collections at Servox and Chamounix. The latter name made me tremble, when pronounced by Henry; and I hastened to quit Matlock, with which that terrible scene was thus associated.”",,,,,,
116ArthursSeatch18,55.944083,-3.161833,116,,116,116,Arthur's Seat,Arthur's Seat,Arthur's Seat,loc_path,sadness,,,happiness,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_mountain,Victor,Victor,Clerval,,,,,,,,,,,,,,"“I visited Edinburgh with languid eyes and mind; and yet that city might have interested the most unfortunate being. Clerval did not like it so well as Oxford; for the antiquity of the latter city was more pleasing to him. But the beauty and the regularity of the new town of Edinburgh, its romantic castle, and its environs, the most delightful in the world, Arthur’s Seat, St. Bernard’s Well, and the Pentland Hills, compensated him for the change, and filled him with cheerfulness and admiration.”",,,,,,
116Edinburghch18,55.953253,-3.188267,116,,116,116,Edinburgh,Edinburgh,Edinburgh,loc_path,sadness,,,happiness,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“I visited Edinburgh with languid eyes and mind; and yet that city might have interested the most unfortunate being. Clerval did not like it so well as Oxford; for the antiquity of the latter city was more pleasing to him. But the beauty and the regularity of the new town of Edinburgh, its romantic castle, and its environs, the most delightful in the world, Arthur’s Seat, St. Bernard’s Well, and the Pentland Hills, compensated him for the change, and filled him with cheerfulness and admiration.”",,,,,,
116PentlandHillsch18,55.919903,-3.200883,116,,116,116,Pentland Hills,Pentland Hills,Pentland Hills,loc_path,sadness,,,happiness,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_mountain,Victor,Victor,Clerval,,,,,,,,,,,,,,"“I visited Edinburgh with languid eyes and mind; and yet that city might have interested the most unfortunate being. Clerval did not like it so well as Oxford; for the antiquity of the latter city was more pleasing to him. But the beauty and the regularity of the new town of Edinburgh, its romantic castle, and its environs, the most delightful in the world, Arthur’s Seat, St. Bernard’s Well, and the Pentland Hills, compensated him for the change, and filled him with cheerfulness and admiration.”",,,,,,
116StBernardsWellch18,55.957883,-3.208772,116,,116,116,St. Bernard's Well,St. Bernard's Well,"St. Bernard's Well, Stockbridge",loc_path,sadness,,,happiness,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_beautiful,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“I visited Edinburgh with languid eyes and mind; and yet that city might have interested the most unfortunate being. Clerval did not like it so well as Oxford; for the antiquity of the latter city was more pleasing to him. But the beauty and the regularity of the new town of Edinburgh, its romantic castle, and its environs, the most delightful in the world, Arthur’s Seat, St. Bernard’s Well, and the Pentland Hills, compensated him for the change, and filled him with cheerfulness and admiration.”",,,,,,
116StAndrewsch18,56.339775,-2.796722,116,,116,117,St Andrews,Saunt Aundraes,Saunt Aundraes,loc_path,madness,,,happiness,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,nature_setting_village,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“We left Edinburgh in a week, passing through Coupar, St. Andrews, and along the banks of the Tay, to Perth, where our friend expected us. But I was in no mood to laugh and talk with strangers, or enter into their feelings or plans with the good humor expected from a guest; and accordingly I told Clerval that I wished to make the tour of Scotland alone.”",,,,,,
116Couparch18,56.320236,-3.010136,116,,116,117,Coupar,Cupar,Cupar,loc_path,madness,,,happiness,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,nature_setting_village,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“We left Edinburgh in a week, passing through Coupar, St. Andrews, and along the banks of the Tay, to Perth, where our friend expected us. But I was in no mood to laugh and talk with strangers, or enter into their feelings or plans with the good humor expected from a guest; and accordingly I told Clerval that I wished to make the tour of Scotland alone.”",,,,,,
116Scotlandch18,55.953253,-3.188267,116,,116,117,Scotland,Scotland,Scotland,loc_topmarker,madness,,,longing,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“We left Edinburgh in a week, passing through Coupar, St. Andrews, and along the banks of the Tay, to Perth, where our friend expected us. But I was in no mood to laugh and talk with strangers, or enter into their feelings or plans with the good humor expected from a guest; and accordingly I told Clerval that I wished to make the tour of Scotland alone.”",,,,,,
116RiverTaych18,56.355117,-3.287253,116,,116,117,along the banks of the Tay,Tatha,River Tay,loc_path,madness,,,happiness,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_river,Victor,Victor,Clerval,,,,,,,,,,,,,,"“We left Edinburgh in a week, passing through Coupar, St. Andrews, and along the banks of the Tay, to Perth, where our friend expected us. But I was in no mood to laugh and talk with strangers, or enter into their feelings or plans with the good humor expected from a guest; and accordingly I told Clerval that I wished to make the tour of Scotland alone.”",,,,,,
116Perthch18,56.394994,-3.430839,116,,116,117,Perth,Peairt,Perth,loc_path,madness,,,happiness,,,,,,,,,,,,,,action_phyiscal_travelling,,,action_phyiscal_travelling,,,,,,,,,,,,,nature_setting_city,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_day,nature_na,Victor,Victor,Clerval,,,,,,,,,,,,,,"“We left Edinburgh in a week, passing through Coupar, St. Andrews, and along the banks of the Tay, to Perth, where our friend expected us. But I was in no mood to laugh and talk with strangers, or enter into their feelings or plans with the good humor expected from a guest; and accordingly I told Clerval that I wished to make the tour of Scotland alone.”",,,,,,
117Orkneysch18,59.353689,-2.897719,117,,117,118,remotest of the Orkneys,Orkneyjar,Orkney Islands,loc_path,madness,,,,,,,,,,,,,,,,,action_phyiscal_travelling,,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_revulsion,nature_weather_clear,nature_time_day,nature_coastal,Victor,Victor,,,,,,,,,,,,,,,"""With this resolution I traversed the northern highlands, and fixed on one of the remotest of the Orkneys as the scene labours.It was a place fitted for such a work, being hardly more than a rock, whose high sides were continually beaten upon by the waves.""",,,,,,
13surroundedbyicev1lt4,78.449519,64.670751,13,,13,18,Surrounded by ice,,,loc_action,guilt,,surprise,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_escape,action_physical_dialogue,,,,,,,,,,,,,,nature_setting_ship,nature_loc_exterior,nature_aesthetic_sublime,nature_weather_snow,nature_time_night,nature_sea,Walton,Walton,Crew,Creature,Dogs,Victor,,,,,,,,,,,"""Last Monday (July 31st), we were nearly surrounded by ice, which closed in the ship on all sides, scarcely leaving her the sea room in which she floated."" ",,,,,,
120heathsofEngland19,53.470451,-1.824328,120,,120,121,heaths of England,England,English countryside,loc_projected,contempt,anger,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_confrontation,,,,,,,,,,,,,,,nature_setting_rural,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_plain,Victor,Victor,Creature,,,,,,,,,,,,,,“You have destroyed the work which you began; what is it that you intend? Do you dare to break your promise? I have endured toil and misery: I left Switzerland with you; I crept along the shores of the Rhine… I have dwelt many months in the heaths of England and among the deserts of Scotland.”,,,,,,
120desertsofScotlandch19,56.490672,-4.202644,120,,120,121,deserts of Scotland,Scotland,Scotland,loc_projected,contempt,anger,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_confrontation,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_plain,Victor,Victor,Creature,,,,,,,,,,,,,,“You have destroyed the work which you began; what is it that you intend? Do you dare to break your promise? I have endured toil and misery: I left Switzerland with you; I crept along the shores of the Rhine… I have dwelt many months in the heats of England and among the deserts of Scotland.”,,,,,,
120Switzerlandch19,46.2044,6.1432,120,,120,121,Switzerland,Switzerland,Swiss Confederation,loc_projected,contempt,anger,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_confrontation,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_na,Victor,Victor,Creature,,,,,,,,,,,,,,“You have destroyed the work which you began; what is it that you intend? Do you dare to break your promise? I have endured toil and misery: I left Switzerland with you; I crept along the shores of the Rhine… I have dwelt many months in the heats of England and among the deserts of Scotland.”,,,,,,
120Rhinech19,49.487458,8.466039,120,,120,121,Rhine,Rhine,Rhine River,loc_projected,contempt,anger,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_confrontation,,,,,,,,,,,,,,,nature_setting_wilderness,nature_loc_exterior,nature_aesthetic_na,nature_weather_na,nature_time_night,nature_river,Victor,Victor,Creature,,,,,,,,,,,,,,“You have destroyed the work which you began; what is it that you intend? Do you dare to break your promise? I have endured toil and misery: I left Switzerland with you; I crept along the shores of the Rhine… I have dwelt many months in the heats of England and among the deserts of Scotland.”,,,,,,
131county-towncourtv3ch4,,,131,,131,131,county-town court,,county court,loc_action,fear,,,,love,,,,,,,,,,,contentment,,action_physical_confrontation,,,,,,,,,,,,,,action_physical_confrontation,,nature_setting_village,nature_loc_interior,nature_aesthetic_na,nature_weather_na,,nature_na,Victor Frankenstein,Victor Frankenstein,Mr. Kirwin,Mr. Frankenstein,,,,,,,,,,,,,,,,,,,
131Genevav3ch4,46.2044,6.1432,131,,131,131,Geneva,Genéve,Genéve,loc_projected,fear,anger,,,love,,,,,,,,,,,,,action_physical_confrontation,action_physical_hiding,,,action_physical_escape,,,,,,,,,,,,nature_setting_city,,nature_aesthetic_na,,,,Victor Frankenstein,Alphonse,Victor Frankenstein,,,,Ernest,Elizabeth,Creature,,,,,,,,"""My father tried to awaken in me the feelings of affection. He talked of Geneva, which I should soon visit -- of Elizabeth, and Ernest; but these words only drew deep groans from me...""",,,,,,
138theroomintowhichElizabethhadretiredv3ch6,46.40111,6.58793,140,,140,140,the room,bedroom,bedroom,loc_action,fear,anger,,,,,fear,,,,,,,,,,,action_physical_confrontation,action_physical_violence,,,,,action_physical_confrontation,,,,,,,,,,nature_setting_village,nature_loc_interior,nature_aesthetic_na,nature_weather_thunderstorm,nature_time_night,nature_coastal,Frankenstein,Frankenstein,Elizabeth,Creature,,,,,,,,,,,,,"""...when suddenly I heard a shrill scream. It came from the room in which Elizabeth had retired. As I heard it, the whole truth rushed into my mind, my arms dropped, the motion of every muscle and fibre was suspended; I could feel the blood trickling in my veins, and tingling in the extremeties of my limbs. This state lasted but an instant; the scream repeated, and I rushed into the room.""",,,,,,
138theopenwindowv3ch6,46.40111,6.58793,141,,141,141,open window,open window,open window,loc_action,anger,anger,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_escape,,,,,,,,,,,,,,,nature_setting_village,nature_loc_interior,nature_aesthetic_sublime,nature_weather_thunderstorm,nature_time_night,nature_coastal,Frankenstein,Frankenstein,Creature,a crowd,,,Elizabeth,,,,,,,,,,"""While I still hung over her in agony of despair, I happened to look up. The windows of the room had before been darkened; and I felt a kind of panic on seeing the pale yellow light of the moon illuminate the chamber. The shutters had been thrown back; and, with a sensation of horror not to be described, I saw at the open window a figure the most hideous and abhorred. A grin was on the face of the monster; he seemed to jeer, as with his fiendish finger he pointed towards the corpse of my wife. I rushed toward the window, and drawing a pistol from my bosom, shot; but he eluded me, leaped from his station, and, running with the swiftness of lightning, plunged into the lake. The report of the pistol brought a crowd into the room.""",,,,,,
138theroomwherelaythebodyofElizzabethv3ch6,46.40111,6.58793,141,,141,141,the room,bedroom,bedroom,loc_action,despair,anger,,,,,,,,,,,,,,,,action_physical_confrontation,action_physical_hiding,,,,,,,,,,,,,,,nature_setting_village,nature_loc_interior,nature_aesthetic_na,nature_weather_thunderstorm,nature_time_night,nature_coastal,Frankenstein,Frankenstein,Elizabeth,people of the inn,,,,,,,,,,,,,"""I escaped from them to the room where lay the body of Elizabeth....""",,,,,,
